TSS,B2_log,B2,B3_log,B3,B4_log,B4,B5_log,B5,B6_log,B6,B7_log,B7,B8_log,B8,B8A_log,B8A,B11_log,B11,B12_log,B12,NDVI_trans,NDVI,NDWI1_trans,NDWI1,NDWI2_trans,NDWI2,NDWI3_trans,NDWI3,NDWI4_trans,NDWI4,NDWI5_trans,NDWI5,MNDWI1_trans,MNDWI1,MNDWI2_trans,MNDWI2,MNDWI3_trans,MNDWI3,MNDWI4_trans,MNDWI4,NDTI_trans,NDTI,WRI1_trans,WRI1,WRI2_trans,WRI2,AWEI1_trans,AWEI1,AWEI2_trans,AWEI2,AWEI3_trans,AWEI3,AWEI4_trans,AWEI4,SR_trans,SR,red/green_trans,red/green,red/blue_trans,red/blue,Laili,Liu,Budhiman,Guzman,TSS_class,PC1,PC2,PC3,PC4,PC5,PC6,PC7
18.6,0.044100001,6.5763362776548036,0.039700001,6.7937845714994864,0.015699999,3.454089397723719,0.014,3.032335657761057,0.0097,2.547318026734988,0.0112,2.8195914923566643,0.0072,2.259537785907533,0.0095,2.591761834419212,0.0091,3.0701884150728755,0.0087,3.352837083970748,-0.3711790118,59.66858421936918,0.6929637592,148.5860303563462,-0.1165644172,79.79785275876999,-0.09433962264,81.776415094474,-0.1194968553,106.7727264760234,-0.09202453988,123.7565177137599,0.627049188,144.92702344433548,0.6404958752,146.4331249395513,0.6322314126,147.02921945962257,0.6352459091,151.35828566936985,-0.4332130325,74.15131422766495,3.398773006,9.376305659048256,3.48427673,7.312321391938277,0.095575004,102.9837003122845,0.098275004,97.34072970571064,0.096675004,100.56746218187028,0.097175004,99.52430698972307,0.4585987553,4.851625713180769,0.3954659598,35.42720921794752,0.3560090395,18.36192799698442,10.88929796,0.006646773393,11.55328707,0.8928172548,sangat baik,-1.7995220606563382,-1.8559066353175646,1.1741198268631614,0.2767964748982687,0.2340440695096124,-1.7889785881166411,-0.13901773221796018
16.4,0.0197,3.3470043905381797,0.013,2.9885055336827735,0.0074,2.22819574881916,0.0089,2.341694517143691,0.0082,2.3312379195079282,0.0109,2.7748702916685395,0.0101,2.7064349496758453,0.0116,2.910467082027669,0.0119,3.6610156197106836,0.0112,3.985836246031308,0.1542857143,108.56875200258982,0.1255411255,92.00945412562947,-0.08181818182,82.8911363634745,-0.05164319249,85.57746478857774,-0.08450704225,109.12248104726066,-0.05,125.97298038261519,0.04417670683,91.36292265862271,0.07438016529,94.83471074417075,0.04545454545,94.32252952600543,0.07228915663,107.23569282009795,-0.2745098039,96.08011724194034,0.9272727273,3.2822849681620405,0.9577464789,2.7834222521258107,-0.03085,97.3717105500804,-0.026125,92.27082012392498,-0.028925,95.18758328741714,-0.02805,94.2446366182617,1.364864865,12.16664324404022,0.5692307692,51.274073932348536,0.3756345178,19.33204768826866,12.43055365,0.006406336898,9.602576097,0.6006518402,sangat baik,-1.9308218742797003,-1.5755909752527437,-2.9049727147732933,-0.8982282775630754,-0.617480139771501,-1.2186895118689935,0.3508459358212345
5.61,0.126750007,17.51503664271546,0.141000003,21.231041489257322,0.120949998,18.999308779233427,0.135100007,19.431678199574986,0.140300006,21.36069356029144,0.144700006,22.720526692996273,0.138750002,22.531718057464698,0.143800005,22.973721999820196,0.125850007,27.705574228378058,0.118699998,31.204799708236052,0.0685406392,100.58924671763012,0.008042898873,80.293940889245,0.04875281391,94.51521925833775,0.07787921538,97.1081971492045,0.05010679744,118.16252606583154,0.07577476689,132.60660626624642,0.05677345112,92.52052282421471,0.08586832851,95.88179527793848,0.05833652654,95.47964157498431,0.08356756292,108.11965508991523,-0.07654134348,123.43438980391363,0.9899848529,3.4369153334788005,1.017479126,2.8904952364892997,-0.3201750358,84.52860920551618,-0.271912475,82.25377643809516,-0.300512511,83.55455882966348,-0.2915749998,83.13403498806787,1.147168287,10.409483545102278,0.857801386,77.59090724728127,0.9542405627,47.93349673695668,18.00429878,0.2140808582,120.5573061,136.0252243,sangat baik,1.3875111150766275,-0.6264956128709831,-2.819434928559295,-0.8694214724827616,-2.4318733509945227,0.8471731891523466,0.045575223347068095
7.35,0.097400002,13.63057339890115,0.0898,13.934026850491847,0.067299999,11.075308663349565,0.067199998,10.236670422380978,0.062799998,10.196553534466103,0.064800002,10.809779646776326,0.057999998,10.0879429671613,0.0583,9.997864731225269,0.061000001,14.021592883476245,0.052299999,14.392342217107249,-0.07422187728,87.30365272383224,0.2151556321,100.94473739230571,-0.02521010946,87.93067000532349,0.05167723622,94.7755659544855,-0.02719857735,112.97105340679106,0.04789915166,131.13638765814042,0.1909814245,104.85380264889031,0.2638986718,112.10830733478211,0.2026741675,108.44463681206432,0.248673745,121.06010356459943,-0.1432208857,114.22095061100461,1.32016807,4.251053763537629,1.4242974,3.6197320743923616,-0.06705000625,95.76479690136321,-0.00832499275,92.99625761918928,-0.04312500075,94.57934855888844,-0.03224999825,94.06755851395023,0.8618127617,8.10620788715222,0.749443196,67.70894332399588,0.6909650679,34.919355739532875,14.39694334,0.07196632357,36.47798061,10.49380034,sangat baik,-0.4154119822623965,-1.007852950814435,-1.7139324914290315,-0.6964762488820266,-0.6768472264709402,-0.022830540835024688,0.25447712902883846
16.5,0.093050003,13.054852501200147,0.129350007,19.570686286669556,0.090899996,14.560982147944761,0.0792,11.861708671143859,0.0306,5.558034187432025,0.033599999,6.158774327999325,0.02465,4.948625892030652,0.0229,4.6254048429684165,0.01455,4.220191366957181,0.0134,4.542875508644601,-0.5733448576,40.85486887632379,0.6798701444,147.280492205643,0.2576530612,113.11256377333,0.2956636005,116.4964520345125,0.2654402102,132.6233255633851,0.2869897959,143.74653137283042,0.7977762433,160.61628909396902,0.8122592036,162.08843216246754,0.804203162,162.47642295452522,0.8057679038,164.72320670634548,-0.1745743949,109.88868255875232,5.618622526,14.849826751527928,5.788436347,11.44261292629794,0.413025028,117.07526628684003,0.420787528,110.48469500392301,0.416187528,114.25327929682078,0.417625028,113.03495137546324,0.2711771296,3.3388333192209907,0.7027444227,63.45014578398269,0.9768940685,49.05329681098604,18.3946995,0.02951646869,61.71692946,32.38847002,sangat baik,-0.8786053588906739,0.9277981177932949,2.3900404786356177,1.340217821796815,2.4072374643468613,0.4205829836429777,-0.4738492776361369
16.7,0.09725,13.610720684889735,0.100550003,15.466115222786916,0.094800003,15.137005568186536,0.094899997,13.987799619333902,0.0854,13.452160771460617,0.079800002,13.045839681182573,0.071099997,12.106685173529481,0.079850003,13.268388084595745,0.0372,8.99956143304516,0.0255,7.60659145301771,-0.142857179,80.91639663745272,0.1715700903,96.5989101697904,0.3130193716,118.04154955669,0.472049673,132.199222138825,0.3509316569,138.3645370810903,0.4210526155,150.81728659759602,0.4598911188,129.56573610443354,0.595398661,142.32275545745492,0.5025783538,135.3832532471036,0.5448275961,144.27161268230122,-0.0294343477,129.94339431608725,1.803785886,5.443518519695944,2.022256854,4.691596563520992,0.1333250128,104.65941837600482,0.2123000128,101.98780740739878,0.1655000128,103.51547333204246,0.1801250128,103.02160137810114,0.7499999446,7.203699552671926,0.9428145218,85.34386750788511,0.9748072288,48.95014089016837,18.36071853,0.09546407181,67.31999512,39.01894627,sangat baik,-0.245564174945457,1.7373945675373401,0.41090376699786585,-0.4426814813605175,0.7537639587558735,1.148650299724649,0.26276992860446685
16.87,0.043033332,6.435162995952939,0.041000001,6.97906032295589,0.006233333,2.05588131050579,0.004533333,1.7503612078150215,0.0017,1.394890788190668,0.0018,1.4183272041287496,0.000366667,1.2065042904646328,0.002166667,1.4788229251047968,0.004333333,2.0643753654124164,0.003266667,1.977118989492353,-0.8888887879,11.490098287117007,0.9822723455,177.43241101668613,-0.8439714894,15.04043815616501,-0.7981649912,19.118361658420014,-1.091742735,41.48117441979777,-0.6170212766,96.06708502672845,0.8088235469,161.6315006583458,0.8524096279,165.7479282458407,0.8283132582,164.64209006893486,0.8323529436,166.80684968927534,-0.7360621209,32.30517120233978,10.04964553,25.775476285491216,12.9999978,24.369604181192575,0.1346583395,104.71860457773177,0.141858335,99.11696395280147,0.137591671,102.32006334599657,0.1389250035,101.28454838183896,0.05882358603,1.6248004569870864,0.1520325085,13.226759178430902,0.144848951,7.923937302654564,6.746035782,0.0005561946478,9.356169936,0.5681021722,sangat baik,-1.9639938653888196,-7.22349151763285,2.571548996625457,4.064895747821429,0.5149859691464995,-2.9642499744432493,-0.44895294403994246
17.1,0.100633331,14.058503399446598,0.112800002,17.21198273822168,0.062133335,10.312202476996552,0.056499999,8.787678360819278,0.040533334,6.988964771326824,0.041900001,7.396061178512118,0.035366666,6.600090595634894,0.034366667,6.36563672176781,0.024900001,6.404142137967366,0.0206,6.365913095379014,-0.2745299356,68.66282456990767,0.5226096871,131.60036645441176,0.1736725378,105.636197677645,0.2638475195,113.6640254234875,0.1870160534,127.35672066118401,0.2450221115,141.53306738163582,0.6383442199,145.9650004403587,0.6911544274,151.05038058746374,0.6589205373,149.42654542612655,0.6695715323,154.0486086650636,-0.2896341422,93.99031328377461,2.902654912,8.153018752704348,3.125670144,6.669505792101549,0.2742833348,110.9165402659236,0.3033083415,105.69684263941075,0.2861083375,108.68154148398997,0.2914833388,107.71663220754905,0.5692059826,5.744403009031641,0.5508274282,49.59574069487088,0.6174230186,31.28405120974079,13.2480934,0.03982597889,32.51125836,8.199314881,sangat baik,-0.8663738050856453,0.4908013931035983,1.3935001239604536,0.07516230502832755,1.538499385074097,-0.7794037673410581,-0.2007200369794148
5.64,0.044166666,6.5851593678774085,0.029666666,5.3638355855465365,0.020400001,4.148270517702014,0.021433333,4.038956360056883,0.017666666,3.694943389083104,0.017266667,3.7239536004067473,0.015466667,3.533451591465154,0.016266666,3.6187008644257497,0.012766667,3.8438907771970534,0.011266666,4.00271605488648,-0.1375464819,81.4106143581422,0.3146233184,110.86246150519382,0.09563163883,98.68860664684075,0.1571072713,104.1614748274825,0.1009975075,121.58011159068462,0.1487603625,136.45602016811574,0.3982717785,123.90311750292904,0.4495114153,129.02591455076364,0.4128664385,127.32496334546833,0.4336213703,135.5556553698626,-0.1850865167,108.43617116218033,1.773317561,5.36839224737996,1.872817991,4.423721861525799,0.028624995,100.01179797334945,0.03875000175,94.9147942590921,0.03274999775,97.82933494461192,0.034624999,96.88710676944389,0.7581699138,7.269644276064888,0.6876404986,62.0727101415431,0.4618868221,23.595641040797048,12.4655051,0.01195952604,12.82882136,1.117478977,sangat baik,-1.6976736433401394,-0.17508899999438274,-0.31676334602654155,-0.48442740673518075,-0.19495661185243504,-0.6807445773032634,0.5353280565788954
14.55,0.147200003,20.221586702865352,0.160249993,23.974546383702133,0.149550006,23.223474127424385,0.154300004,22.031738557992636,0.115350001,17.766560389814316,0.12235,19.388796347306954,0.104450002,17.24600332737742,0.113849998,18.42837704895827,0.068449996,15.593614212196119,0.075199999,20.190614541581976,-0.1775590653,77.6870113368278,0.2108046545,100.51091011569642,0.2082128769,108.71115136602249,0.1628166036,104.66974813549,0.2003896788,128.25483170203924,0.1691729516,137.53262307308566,0.4013992191,124.19051920555096,0.3612231764,120.97891454776578,0.3898916973,125.2612784449115,0.3718845566,130.71693857191175,-0.03453837003,129.2381465322685,1.791787175,5.413933091877816,1.724464221,4.157792228960183,0.1528499985,105.52612999466201,0.1072874783,97.70803218432766,0.1342874903,102.17853395550874,0.1258499865,100.73328643209885,0.6984286045,6.787436323931868,0.9332294074,84.46973187770004,1.015964694,50.984622130499,18.96290325,0.1704906664,228.0086857,533.0598588,sangat baik,0.9603973122108422,0.2729297232395847,-0.6219930279214253,-0.5141855580029553,0.4563364395373604,1.2037423859413077,0.14919830691367514
17.41,0.070866667,10.118895477779443,0.08913333,13.839013169550737,0.115433335,18.184508423854254,0.127633333,18.420542464677332,0.073833331,11.785942719607343,0.081500001,13.299259669344613,0.064033337,11.017695411007074,0.058166668,9.977629679761398,0.028366666,7.135642134883696,0.035566665,10.155467656915457,-0.2864041408,67.55780153461855,0.1638737298,95.8315214533975,0.3860029204,124.53890998860999,0.2858099541,115.61923116375249,0.3580990992,138.84586947016132,0.3080808558,144.85891825555242,0.5171631155,134.82884785278708,0.4295642915,127.20784107599192,0.4873028584,134.01114598673954,0.4558865262,137.30072087301352,0.1285644707,151.77486552020787,2.213924874,6.454805267486968,2.053882137,4.748286055725832,0.1490499903,105.35744811655275,0.100449997,97.42937132545703,0.129249993,101.96276067093835,0.1202499943,100.4971825234996,0.5547213636,5.627488958314359,1.295063642,117.46800226710742,1.628880543,81.28206126170717,25.80111903,0.09823424198,106.6128713,104.5214277,sangat baik,-0.2950238017657427,1.3673712252409045,0.02535151883691392,-0.3370220283513257,0.42004355734349963,3.5633995907893166,-0.002879825320802673
